시도,시군구,행정구역,용도지역별,항목,단위,2016 년,2017 년,2018 년,2019 년,2020 년
서울특별시,종로구,서울특별시_종로구,도시지역,면적,㎡,23972507,23971709,23972507,23972507,23972507
서울특별시,종로구,서울특별시_종로구,주거지역,면적,㎡,9830557,9830557,9830557,9830557,9830838
서울특별시,종로구,서울특별시_종로구,주거지역,비율,%,41.01,41.01,41.01,41.01,41.01
서울특별시,종로구,서울특별시_종로구,전용주거_계,면적,㎡,1589410,1589410,1589410,1589410,1589410
서울특별시,종로구,서울특별시_종로구,전용주거_1종,면적,㎡,1589410,1589410,1589410,1589410,1589410
서울특별시,종로구,서울특별시_종로구,전용주거_2종,면적,㎡,0,0,0,0,0
서울특별시,종로구,서울특별시_종로구,일반주거지역_계,면적,㎡,8042048,8042048,8042048,8042048,8042329
서울특별시,종로구,서울특별시_종로구,일반주거지역_1종,면적,㎡,4318554,4376181,4376181,4376181,4376462
서울특별시,종로구,서울특별시_종로구,일반주거지역_2종,면적,㎡,2960175,2903253,2903253,2903253,2903253
서울특별시,종로구,서울특별시_종로구,일반주거지역_3종,면적,㎡,763319,762614,762614,762614,762614
서울특별시,종로구,서울특별시_종로구,준주거지역,면적,㎡,199099,199099,199099,199099,199099
서울특별시,종로구,서울특별시_종로구,상업지역,면적,㎡,2937285,2937285,2937285,2937285,2937285
서울특별시,종로구,서울특별시_종로구,상업지역,비율,%,12.25,12.25,12.25,12.25,12.25
서울특별시,종로구,서울특별시_종로구,중심상업,면적,㎡,0,0,0,0,0
서울특별시,종로구,서울특별시_종로구,일반상업,면적,㎡,2937285,2937285,2937285,2937285,2937285
서울특별시,종로구,서울특별시_종로구,근린상업,면적,㎡,0,0,0,0,0
서울특별시,종로구,서울특별시_종로구,유통상업,면적,㎡,0,0,0,0,0
서울특별시,종로구,서울특별시_종로구,공업지역,면적,㎡,0,0,0,0,0
서울특별시,종로구,서울특별시_종로구,공업지역,비율,%,0,0,0,0,0
서울특별시,종로구,서울특별시_종로구,전용공업,면적,㎡,0,0,0,0,0
서울특별시,종로구,서울특별시_종로구,일반공업,면적,㎡,0,0,0,0,0
서울특별시,종로구,서울특별시_종로구,준공업,면적,㎡,0,0,0,0,0
서울특별시,종로구,서울특별시_종로구,녹지지역,면적,㎡,11204665,11203867,11204665,11204665,11204384
서울특별시,종로구,서울특별시_종로구,녹지지역,비율,%,46.74,46.74,46.74,46.74,46.74
서울특별시,종로구,서울특별시_종로구,보전녹지,면적,㎡,0,0,0,0,0
서울특별시,종로구,서울특별시_종로구,자연녹지,면적,㎡,11204665,11203867,11204665,11204665,11204384
서울특별시,종로구,서울특별시_종로구,생산녹지,면적,㎡,0,0,0,0,0
서울특별시,종로구,서울특별시_종로구,미지정지역,면적,㎡,0,0,0,0,0
서울특별시,종로구,서울특별시_종로구,미지정지역,비율,%,0,0,0,0,0
서울특별시,중구,서울특별시_중구,도시지역,면적,㎡,9970000,9974292,9974292,9974292,9974292
서울특별시,중구,서울특별시_중구,주거지역,면적,㎡,6328403,6037439,6037439,6037439,6037439
서울특별시,중구,서울특별시_중구,주거지역,비율,%,63.47,60.53,60.53,60.53,60.53
서울특별시,중구,서울특별시_중구,전용주거_계,면적,㎡,0,0,0,0,0
서울특별시,중구,서울특별시_중구,전용주거_1종,면적,㎡,0,0,0,0,0
서울특별시,중구,서울특별시_중구,전용주거_2종,면적,㎡,0,0,0,0,0
서울특별시,중구,서울특별시_중구,일반주거지역_계,면적,㎡,6036944,5764992,5764992,5764992,5764992
서울특별시,중구,서울특별시_중구,일반주거지역_1종,면적,㎡,2745061,2767697,2767697,2767697,2767697
서울특별시,중구,서울특별시_중구,일반주거지역_2종,면적,㎡,2081425,1825554,1825554,1825554,1825554
서울특별시,중구,서울특별시_중구,일반주거지역_3종,면적,㎡,1210458,1171741,1171741,1171741,1171741
서울특별시,중구,서울특별시_중구,준주거지역,면적,㎡,291459,272447,272447,272447,272447
서울특별시,중구,서울특별시_중구,상업지역,면적,㎡,3616462,3911718,3911718,3911718,3911718
서울특별시,중구,서울특별시_중구,상업지역,비율,%,36.27,39.22,39.22,39.22,39.22
서울특별시,중구,서울특별시_중구,중심상업,면적,㎡,322816,321414,321414,321414,321414
서울특별시,중구,서울특별시_중구,일반상업,면적,㎡,3293646,3590304,3590304,3590304,3590304
서울특별시,중구,서울특별시_중구,근린상업,면적,㎡,0,0,0,0,0
서울특별시,중구,서울특별시_중구,유통상업,면적,㎡,0,0,0,0,0
서울특별시,중구,서울특별시_중구,공업지역,면적,㎡,0,0,0,0,0
서울특별시,중구,서울특별시_중구,공업지역,비율,%,0,0,0,0,0
서울특별시,중구,서울특별시_중구,전용공업,면적,㎡,0,0,0,0,0
서울특별시,중구,서울특별시_중구,일반공업,면적,㎡,0,0,0,0,0
서울특별시,중구,서울특별시_중구,준공업,면적,㎡,0,0,0,0,0
서울특별시,중구,서울특별시_중구,녹지지역,면적,㎡,25135,25135,25135,25135,25135
서울특별시,중구,서울특별시_중구,녹지지역,비율,%,0.25,0.25,0.25,0.25,0.25
서울특별시,중구,서울특별시_중구,보전녹지,면적,㎡,0,0,0,0,0
서울특별시,중구,서울특별시_중구,자연녹지,면적,㎡,25135,25135,25135,25135,25135
서울특별시,중구,서울특별시_중구,생산녹지,면적,㎡,0,0,0,0,0
서울특별시,중구,서울특별시_중구,미지정지역,면적,㎡,0,0,0,0,0
서울특별시,중구,서울특별시_중구,미지정지역,비율,%,0,0,0,0,0
서울특별시,용산구,서울특별시_용산구,도시지역,면적,㎡,21870000,21898766,21870000,21870000,21870000
서울특별시,용산구,서울특별시_용산구,주거지역,면적,㎡,11342525,12123596,11347805,11337245,11337245
서울특별시,용산구,서울특별시_용산구,주거지역,비율,%,51.86,55.36,51.89,51.84,51.84
서울특별시,용산구,서울특별시_용산구,전용주거_계,면적,㎡,268470,224153,268470,268470,268470
서울특별시,용산구,서울특별시_용산구,전용주거_1종,면적,㎡,268470,224153,268470,268470,268470
서울특별시,용산구,서울특별시_용산구,전용주거_2종,면적,㎡,0,0,0,0,0
서울특별시,용산구,서울특별시_용산구,일반주거지역_계,면적,㎡,10578992,11396125,10584272,10575493,10575493
서울특별시,용산구,서울특별시_용산구,일반주거지역_1종,면적,㎡,3884176,4145163,3892304,3869580,3869580
서울특별시,용산구,서울특별시_용산구,일반주거지역_2종,면적,㎡,4064767,4421668,4049471,4088312,4088312
서울특별시,용산구,서울특별시_용산구,일반주거지역_3종,면적,㎡,2630049,2829294,2642497,2617601,2617601
서울특별시,용산구,서울특별시_용산구,준주거지역,면적,㎡,495063,503318,495063,493282,493282
서울특별시,용산구,서울특별시_용산구,상업지역,면적,㎡,1552213,1245008,1546933,1557493,1557493
서울특별시,용산구,서울특별시_용산구,상업지역,비율,%,7.1,5.69,7.07,7.12,7.12
서울특별시,용산구,서울특별시_용산구,중심상업,면적,㎡,0,0,0,0,0
서울특별시,용산구,서울특별시_용산구,일반상업,면적,㎡,1552213,1245008,1546933,1557493,1557493
서울특별시,용산구,서울특별시_용산구,근린상업,면적,㎡,0,0,0,0,0
서울특별시,용산구,서울특별시_용산구,유통상업,면적,㎡,0,0,0,0,0
서울특별시,용산구,서울특별시_용산구,공업지역,면적,㎡,0,0,0,0,0
서울특별시,용산구,서울특별시_용산구,공업지역,비율,%,0,0,0,0,0
서울특별시,용산구,서울특별시_용산구,전용공업,면적,㎡,0,0,0,0,0
서울특별시,용산구,서울특별시_용산구,일반공업,면적,㎡,0,0,0,0,0
서울특별시,용산구,서울특별시_용산구,준공업,면적,㎡,0,0,0,0,0
서울특별시,용산구,서울특별시_용산구,녹지지역,면적,㎡,8975262,8530162,8975262,8975262,8975262
서울특별시,용산구,서울특별시_용산구,녹지지역,비율,%,41.04,38.95,41.04,41.04,41.04
서울특별시,용산구,서울특별시_용산구,보전녹지,면적,㎡,72300,72603,72300,72300,72300
서울특별시,용산구,서울특별시_용산구,자연녹지,면적,㎡,8902962,8457559,8902962,8902962,8902962
서울특별시,용산구,서울특별시_용산구,생산녹지,면적,㎡,0,0,0,0,0
서울특별시,용산구,서울특별시_용산구,미지정지역,면적,㎡,0,0,0,0,0
서울특별시,용산구,서울특별시_용산구,미지정지역,비율,%,0,0,0,0,0
서울특별시,성동구,서울특별시_성동구,도시지역,면적,㎡,16839500,16804426,16804426,16804270,16804270
서울특별시,성동구,서울특별시_성동구,주거지역,면적,㎡,9967031,9947641,9947641,9947485,9947485
서울특별시,성동구,서울특별시_성동구,주거지역,비율,%,59.19,59.2,59.2,59.2,59.2
서울특별시,성동구,서울특별시_성동구,전용주거_계,면적,㎡,0,0,0,0,0
서울특별시,성동구,서울특별시_성동구,전용주거_1종,면적,㎡,0,0,0,0,0
서울특별시,성동구,서울특별시_성동구,전용주거_2종,면적,㎡,0,0,0,0,0
서울특별시,성동구,서울특별시_성동구,일반주거지역_계,면적,㎡,9711491,9687299,9683269,9683113,9683113
서울특별시,성동구,서울특별시_성동구,일반주거지역_1종,면적,㎡,2425201,2387584,2387584,2387584,2387584
서울특별시,성동구,서울특별시_성동구,일반주거지역_2종,면적,㎡,4629617,4330193,4328626,4328480,4328480
서울특별시,성동구,서울특별시_성동구,일반주거지역_3종,면적,㎡,2656673,2969522,2967059,2967049,2967049
서울특별시,성동구,서울특별시_성동구,준주거지역,면적,㎡,255540,260342,264372,264372,264372
서울특별시,성동구,서울특별시_성동구,상업지역,면적,㎡,474426,473145,473145,473145,473145
서울특별시,성동구,서울특별시_성동구,상업지역,비율,%,2.82,2.82,2.82,2.82,2.82
서울특별시,성동구,서울특별시_성동구,중심상업,면적,㎡,0,0,0,0,0
서울특별시,성동구,서울특별시_성동구,일반상업,면적,㎡,398950,397688,397688,397688,397688
서울특별시,성동구,서울특별시_성동구,근린상업,면적,㎡,3053,3052,3052,3052,3052
서울특별시,성동구,서울특별시_성동구,유통상업,면적,㎡,72423,72405,72405,72405,72405
서울특별시,성동구,서울특별시_성동구,공업지역,면적,㎡,2051713,2051234,2051234,2051234,2051234
서울특별시,성동구,서울특별시_성동구,공업지역,비율,%,12.18,12.21,12.21,12.21,12.21
서울특별시,성동구,서울특별시_성동구,전용공업,면적,㎡,0,0,0,0,0
서울특별시,성동구,서울특별시_성동구,일반공업,면적,㎡,0,0,0,0,0
서울특별시,성동구,서울특별시_성동구,준공업,면적,㎡,2051713,2051234,2051234,2051234,2051234
서울특별시,성동구,서울특별시_성동구,녹지지역,면적,㎡,4346330,4332406,4332406,4332406,4332406
서울특별시,성동구,서울특별시_성동구,녹지지역,비율,%,25.81,25.78,25.78,25.78,25.78
서울특별시,성동구,서울특별시_성동구,보전녹지,면적,㎡,0,0,0,0,0
서울특별시,성동구,서울특별시_성동구,자연녹지,면적,㎡,4346330,4332406,4332406,4332406,4332406
서울특별시,성동구,서울특별시_성동구,생산녹지,면적,㎡,0,0,0,0,0
서울특별시,성동구,서울특별시_성동구,미지정지역,면적,㎡,0,0,0,0,0
서울특별시,성동구,서울특별시_성동구,미지정지역,비율,%,0,0,0,0,0
서울특별시,광진구,서울특별시_광진구,도시지역,면적,㎡,17050000,17075115,17075115,17075115,17075115
서울특별시,광진구,서울특별시_광진구,주거지역,면적,㎡,11373497,11598584,11598584,11598584,11598584
서울특별시,광진구,서울특별시_광진구,주거지역,비율,%,66.71,67.93,67.93,67.93,67.93
서울특별시,광진구,서울특별시_광진구,전용주거_계,면적,㎡,336805,140987,140987,140987,140987
서울특별시,광진구,서울특별시_광진구,전용주거_1종,면적,㎡,336805,140987,140987,140987,140987
서울특별시,광진구,서울특별시_광진구,전용주거_2종,면적,㎡,0,0,0,0,0
서울특별시,광진구,서울특별시_광진구,일반주거지역_계,면적,㎡,10088569,10531177,10476026,10476026,10476026
서울특별시,광진구,서울특별시_광진구,일반주거지역_1종,면적,㎡,2270864,2279472,2239038,2239038,2239038
서울특별시,광진구,서울특별시_광진구,일반주거지역_2종,면적,㎡,5327974,5719006,5704289,5704289,5704289
서울특별시,광진구,서울특별시_광진구,일반주거지역_3종,면적,㎡,2489731,2532699,2532699,2532699,2532699
서울특별시,광진구,서울특별시_광진구,준주거지역,면적,㎡,948123,926420,981571,981571,981571
서울특별시,광진구,서울특별시_광진구,상업지역,면적,㎡,196503,201658,201658,201658,201658
서울특별시,광진구,서울특별시_광진구,상업지역,비율,%,1.15,1.18,1.18,1.18,1.18
서울특별시,광진구,서울특별시_광진구,중심상업,면적,㎡,0,0,0,0,0
서울특별시,광진구,서울특별시_광진구,일반상업,면적,㎡,196503,201658,201658,201658,201658
서울특별시,광진구,서울특별시_광진구,근린상업,면적,㎡,0,0,0,0,0
서울특별시,광진구,서울특별시_광진구,유통상업,면적,㎡,0,0,0,0,0
서울특별시,광진구,서울특별시_광진구,공업지역,면적,㎡,0,0,0,0,0
서울특별시,광진구,서울특별시_광진구,공업지역,비율,%,0,0,0,0,0
서울특별시,광진구,서울특별시_광진구,전용공업,면적,㎡,0,0,0,0,0
서울특별시,광진구,서울특별시_광진구,일반공업,면적,㎡,0,0,0,0,0
서울특별시,광진구,서울특별시_광진구,준공업,면적,㎡,0,0,0,0,0
서울특별시,광진구,서울특별시_광진구,녹지지역,면적,㎡,5480000,5274873,5274873,5274873,5274873
서울특별시,광진구,서울특별시_광진구,녹지지역,비율,%,32.14,30.89,30.89,30.89,30.89
서울특별시,광진구,서울특별시_광진구,보전녹지,면적,㎡,0,0,0,0,0
서울특별시,광진구,서울특별시_광진구,자연녹지,면적,㎡,5480000,5274873,5274873,5274873,5274873
서울특별시,광진구,서울특별시_광진구,생산녹지,면적,㎡,0,0,0,0,0
서울특별시,광진구,서울특별시_광진구,미지정지역,면적,㎡,0,0,0,0,0
서울특별시,광진구,서울특별시_광진구,미지정지역,비율,%,0,0,0,0,0
서울특별시,동대문구,서울특별시_동대문구,도시지역,면적,㎡,14626119,14245433,14245433,14245433,14251163
서울특별시,동대문구,서울특별시_동대문구,주거지역,면적,㎡,13393810,13034193,13034193,13034193,13039923
서울특별시,동대문구,서울특별시_동대문구,주거지역,비율,%,91.57,91.5,91.5,91.5,91.5
서울특별시,동대문구,서울특별시_동대문구,전용주거_계,면적,㎡,0,0,0,0,0
서울특별시,동대문구,서울특별시_동대문구,전용주거_1종,면적,㎡,0,0,0,0,0
서울특별시,동대문구,서울특별시_동대문구,전용주거_2종,면적,㎡,0,0,0,0,0
서울특별시,동대문구,서울특별시_동대문구,일반주거지역_계,면적,㎡,12849393,12477356,12483322,12483322,12466989
서울특별시,동대문구,서울특별시_동대문구,일반주거지역_1종,면적,㎡,2696858,2702669,2702669,2702669,2702669
서울특별시,동대문구,서울특별시_동대문구,일반주거지역_2종,면적,㎡,6275637,5905867,5905867,5905867,5770745
서울특별시,동대문구,서울특별시_동대문구,일반주거지역_3종,면적,㎡,3876898,3868820,3874786,3874786,3993575
서울특별시,동대문구,서울특별시_동대문구,준주거지역,면적,㎡,544417,556837,550871,550871,572934
서울특별시,동대문구,서울특별시_동대문구,상업지역,면적,㎡,847990,828159,828159,828159,828159
서울특별시,동대문구,서울특별시_동대문구,상업지역,비율,%,5.8,5.81,5.81,5.81,5.81
서울특별시,동대문구,서울특별시_동대문구,중심상업,면적,㎡,0,0,0,0,0
서울특별시,동대문구,서울특별시_동대문구,일반상업,면적,㎡,765271,745441,745441,745441,745441
서울특별시,동대문구,서울특별시_동대문구,근린상업,면적,㎡,62456,62456,62456,62456,62456
서울특별시,동대문구,서울특별시_동대문구,유통상업,면적,㎡,20263,20262,20262,20262,20262
서울특별시,동대문구,서울특별시_동대문구,공업지역,면적,㎡,0,0,0,0,0
서울특별시,동대문구,서울특별시_동대문구,공업지역,비율,%,0,0,0,0,0
서울특별시,동대문구,서울특별시_동대문구,전용공업,면적,㎡,0,0,0,0,0
서울특별시,동대문구,서울특별시_동대문구,일반공업,면적,㎡,0,0,0,0,0
서울특별시,동대문구,서울특별시_동대문구,준공업,면적,㎡,0,0,0,0,0
서울특별시,동대문구,서울특별시_동대문구,녹지지역,면적,㎡,384319,383081,383081,383081,383081
서울특별시,동대문구,서울특별시_동대문구,녹지지역,비율,%,2.63,2.69,2.69,2.69,2.69
서울특별시,동대문구,서울특별시_동대문구,보전녹지,면적,㎡,0,0,0,0,0
서울특별시,동대문구,서울특별시_동대문구,자연녹지,면적,㎡,384319,383081,383081,383081,383081
서울특별시,동대문구,서울특별시_동대문구,생산녹지,면적,㎡,0,0,0,0,0
서울특별시,동대문구,서울특별시_동대문구,미지정지역,면적,㎡,0,0,0,0,0
서울특별시,동대문구,서울특별시_동대문구,미지정지역,비율,%,0,0,0,0,0
서울특별시,중랑구,서울특별시_중랑구,도시지역,면적,㎡,18530000,18531520,18531520,18531520,18531526
서울특별시,중랑구,서울특별시_중랑구,주거지역,면적,㎡,10491158,10821891,10821891,10821891,10821733
서울특별시,중랑구,서울특별시_중랑구,주거지역,비율,%,56.62,58.4,58.4,58.4,58.4
서울특별시,중랑구,서울특별시_중랑구,전용주거_계,면적,㎡,0,0,0,0,0
서울특별시,중랑구,서울특별시_중랑구,전용주거_1종,면적,㎡,0,0,0,0,0
서울특별시,중랑구,서울특별시_중랑구,전용주거_2종,면적,㎡,0,0,0,0,0
서울특별시,중랑구,서울특별시_중랑구,일반주거지역_계,면적,㎡,9963027,9992764,9992764,9991886,9963784
서울특별시,중랑구,서울특별시_중랑구,일반주거지역_1종,면적,㎡,1108549,1043162,1043162,1043162,1043162
서울특별시,중랑구,서울특별시_중랑구,일반주거지역_2종,면적,㎡,5814200,5724138,5724138,5724138,5696036
서울특별시,중랑구,서울특별시_중랑구,일반주거지역_3종,면적,㎡,3040278,3225464,3225464,3224586,3224586
서울특별시,중랑구,서울특별시_중랑구,준주거지역,면적,㎡,528131,829127,829127,830005,857949
서울특별시,중랑구,서울특별시_중랑구,상업지역,면적,㎡,257189,357442,357442,357442,357606
서울특별시,중랑구,서울특별시_중랑구,상업지역,비율,%,1.39,1.93,1.93,1.93,1.93
서울특별시,중랑구,서울특별시_중랑구,중심상업,면적,㎡,0,0,0,0,0
서울특별시,중랑구,서울특별시_중랑구,일반상업,면적,㎡,114400,255092,255092,255092,255256
서울특별시,중랑구,서울특별시_중랑구,근린상업,면적,㎡,142789,102350,102350,102350,102350
서울특별시,중랑구,서울특별시_중랑구,유통상업,면적,㎡,0,0,0,0,0
서울특별시,중랑구,서울특별시_중랑구,공업지역,면적,㎡,0,0,0,0,0
서울특별시,중랑구,서울특별시_중랑구,공업지역,비율,%,0,0,0,0,0
서울특별시,중랑구,서울특별시_중랑구,전용공업,면적,㎡,0,0,0,0,0
서울특별시,중랑구,서울특별시_중랑구,일반공업,면적,㎡,0,0,0,0,0
서울특별시,중랑구,서울특별시_중랑구,준공업,면적,㎡,0,0,0,0,0
서울특별시,중랑구,서울특별시_중랑구,녹지지역,면적,㎡,7781653,7352187,7352187,7352187,7352187
서울특별시,중랑구,서울특별시_중랑구,녹지지역,비율,%,41.99,39.67,39.67,39.67,39.67
서울특별시,중랑구,서울특별시_중랑구,보전녹지,면적,㎡,0,0,0,0,0
서울특별시,중랑구,서울특별시_중랑구,자연녹지,면적,㎡,7781653,7352187,7352187,7352187,7352187
서울특별시,중랑구,서울특별시_중랑구,생산녹지,면적,㎡,0,0,0,0,0
서울특별시,중랑구,서울특별시_중랑구,미지정지역,면적,㎡,0,0,0,0,0
서울특별시,중랑구,서울특별시_중랑구,미지정지역,비율,%,0,0,0,0,0
서울특별시,성북구,서울특별시_성북구,도시지역,면적,㎡,24550000,24621422,24621422,24621422,24621422
서울특별시,성북구,서울특별시_성북구,주거지역,면적,㎡,17084539,17791331,17791331,17791331,17791331
서울특별시,성북구,서울특별시_성북구,주거지역,비율,%,69.59,72.26,72.26,72.26,72.26
서울특별시,성북구,서울특별시_성북구,전용주거_계,면적,㎡,1074890,974866,974866,974866,974866
서울특별시,성북구,서울특별시_성북구,전용주거_1종,면적,㎡,1074890,974866,974866,974866,974866
서울특별시,성북구,서울특별시_성북구,전용주거_2종,면적,㎡,0,0,0,0,0
서울특별시,성북구,서울특별시_성북구,일반주거지역_계,면적,㎡,15457823,16254133,16254133,16254133,16254133
서울특별시,성북구,서울특별시_성북구,일반주거지역_1종,면적,㎡,4775976,5142914,5142914,5142914,5142914
서울특별시,성북구,서울특별시_성북구,일반주거지역_2종,면적,㎡,6653726,6924743,6924743,6924743,6924743
서울특별시,성북구,서울특별시_성북구,일반주거지역_3종,면적,㎡,4028121,4186476,4186476,4186476,4186476
서울특별시,성북구,서울특별시_성북구,준주거지역,면적,㎡,551826,562332,562332,562332,562332
서울특별시,성북구,서울특별시_성북구,상업지역,면적,㎡,901153,397229,397229,397229,397229
서울특별시,성북구,서울특별시_성북구,상업지역,비율,%,3.67,1.61,1.61,1.61,1.61
서울특별시,성북구,서울특별시_성북구,중심상업,면적,㎡,0,0,0,0,0
서울특별시,성북구,서울특별시_성북구,일반상업,면적,㎡,838383,332833,332833,332833,332833
서울특별시,성북구,서울특별시_성북구,근린상업,면적,㎡,62770,64396,64396,64396,64396
서울특별시,성북구,서울특별시_성북구,유통상업,면적,㎡,0,0,0,0,0
서울특별시,성북구,서울특별시_성북구,공업지역,면적,㎡,0,0,0,0,0
서울특별시,성북구,서울특별시_성북구,공업지역,비율,%,0,0,0,0,0
서울특별시,성북구,서울특별시_성북구,전용공업,면적,㎡,0,0,0,0,0
서울특별시,성북구,서울특별시_성북구,일반공업,면적,㎡,0,0,0,0,0
서울특별시,성북구,서울특별시_성북구,준공업,면적,㎡,0,0,0,0,0
서울특별시,성북구,서울특별시_성북구,녹지지역,면적,㎡,6564308,6432862,6432862,6432862,6432862
서울특별시,성북구,서울특별시_성북구,녹지지역,비율,%,26.74,26.13,26.13,26.13,26.13
서울특별시,성북구,서울특별시_성북구,보전녹지,면적,㎡,0,0,0,0,0
서울특별시,성북구,서울특별시_성북구,자연녹지,면적,㎡,6564308,6432862,6432862,6432862,6432862
서울특별시,성북구,서울특별시_성북구,생산녹지,면적,㎡,0,0,0,0,0
서울특별시,성북구,서울특별시_성북구,미지정지역,면적,㎡,0,0,0,0,0
서울특별시,성북구,서울특별시_성북구,미지정지역,비율,%,0,0,0,0,0
서울특별시,강북구,서울특별시_강북구,도시지역,면적,㎡,23635959,23636019,23636019,23636019,23636019
서울특별시,강북구,서울특별시_강북구,주거지역,면적,㎡,10985215,10985275,10985275,10985275,10979002
서울특별시,강북구,서울특별시_강북구,주거지역,비율,%,46.48,46.48,46.48,46.48,46.45
서울특별시,강북구,서울특별시_강북구,전용주거_계,면적,㎡,0,0,0,0,0
서울특별시,강북구,서울특별시_강북구,전용주거_1종,면적,㎡,0,0,0,0,0
서울특별시,강북구,서울특별시_강북구,전용주거_2종,면적,㎡,0,0,0,0,0
서울특별시,강북구,서울특별시_강북구,일반주거지역_계,면적,㎡,10549996,10552450,10552450,10552450,10546177
서울특별시,강북구,서울특별시_강북구,일반주거지역_1종,면적,㎡,2925339,2925399,2925399,2925399,2921021
서울특별시,강북구,서울특별시_강북구,일반주거지역_2종,면적,㎡,5277747,5276757,5276757,5276757,5276757
서울특별시,강북구,서울특별시_강북구,일반주거지역_3종,면적,㎡,2346910,2350294,2350294,2350294,2348399
서울특별시,강북구,서울특별시_강북구,준주거지역,면적,㎡,435219,432825,432825,432825,432825
서울특별시,강북구,서울특별시_강북구,상업지역,면적,㎡,270342,270342,270342,270342,272237
서울특별시,강북구,서울특별시_강북구,상업지역,비율,%,1.14,1.14,1.14,1.14,1.15
서울특별시,강북구,서울특별시_강북구,중심상업,면적,㎡,0,0,0,0,0
서울특별시,강북구,서울특별시_강북구,일반상업,면적,㎡,270342,270342,270342,270342,272237
서울특별시,강북구,서울특별시_강북구,근린상업,면적,㎡,0,0,0,0,0
서울특별시,강북구,서울특별시_강북구,유통상업,면적,㎡,0,0,0,0,0
서울특별시,강북구,서울특별시_강북구,공업지역,면적,㎡,0,0,0,0,0
서울특별시,강북구,서울특별시_강북구,공업지역,비율,%,0,0,0,0,0
서울특별시,강북구,서울특별시_강북구,전용공업,면적,㎡,0,0,0,0,0
서울특별시,강북구,서울특별시_강북구,일반공업,면적,㎡,0,0,0,0,0
서울특별시,강북구,서울특별시_강북구,준공업,면적,㎡,0,0,0,0,0
서울특별시,강북구,서울특별시_강북구,녹지지역,면적,㎡,12380402,12380402,12380402,12380402,12384780
서울특별시,강북구,서울특별시_강북구,녹지지역,비율,%,52.38,52.38,52.38,52.38,52.4
서울특별시,강북구,서울특별시_강북구,보전녹지,면적,㎡,0,0,0,0,0
서울특별시,강북구,서울특별시_강북구,자연녹지,면적,㎡,12380402,12380402,12380402,12380402,12384780
서울특별시,강북구,서울특별시_강북구,생산녹지,면적,㎡,0,0,0,0,0
서울특별시,강북구,서울특별시_강북구,미지정지역,면적,㎡,0,0,0,0,0
서울특별시,강북구,서울특별시_강북구,미지정지역,비율,%,0,0,0,0,0
서울특별시,도봉구,서울특별시_도봉구,도시지역,면적,㎡,20850000,20679052,20679052,20679052,20839966
서울특별시,도봉구,서울특별시_도봉구,주거지역,면적,㎡,10366463,8089653,8089653,8089653,8710578
서울특별시,도봉구,서울특별시_도봉구,주거지역,비율,%,49.72,39.12,39.12,39.12,41.8
서울특별시,도봉구,서울특별시_도봉구,전용주거_계,면적,㎡,0,0,0,0,0
서울특별시,도봉구,서울특별시_도봉구,전용주거_1종,면적,㎡,0,0,0,0,0
서울특별시,도봉구,서울특별시_도봉구,전용주거_2종,면적,㎡,0,0,0,0,0
서울특별시,도봉구,서울특별시_도봉구,일반주거지역_계,면적,㎡,10048561,7669111,7669111,7669111,8268536
서울특별시,도봉구,서울특별시_도봉구,일반주거지역_1종,면적,㎡,2397819,1773756,1773756,1773756,1997401
서울특별시,도봉구,서울특별시_도봉구,일반주거지역_2종,면적,㎡,4414874,3349556,3349556,3349556,3582902
서울특별시,도봉구,서울특별시_도봉구,일반주거지역_3종,면적,㎡,3235868,2545799,2545799,2545799,2688233
서울특별시,도봉구,서울특별시_도봉구,준주거지역,면적,㎡,317902,420542,420542,420542,442042
서울특별시,도봉구,서울특별시_도봉구,상업지역,면적,㎡,327000,258659,258659,258659,267953
서울특별시,도봉구,서울특별시_도봉구,상업지역,비율,%,1.57,1.25,1.25,1.25,1.29
서울특별시,도봉구,서울특별시_도봉구,중심상업,면적,㎡,0,0,0,0,0
서울특별시,도봉구,서울특별시_도봉구,일반상업,면적,㎡,300000,239431,239431,239431,248798
서울특별시,도봉구,서울특별시_도봉구,근린상업,면적,㎡,27000,19228,19228,19228,19155
서울특별시,도봉구,서울특별시_도봉구,유통상업,면적,㎡,0,0,0,0,0
서울특별시,도봉구,서울특별시_도봉구,공업지역,면적,㎡,1518773,1489295,1489295,1489295,1473803
서울특별시,도봉구,서울특별시_도봉구,공업지역,비율,%,7.28,7.2,7.2,7.2,7.07
서울특별시,도봉구,서울특별시_도봉구,전용공업,면적,㎡,0,0,0,0,0
서울특별시,도봉구,서울특별시_도봉구,일반공업,면적,㎡,0,0,0,0,0
서울특별시,도봉구,서울특별시_도봉구,준공업,면적,㎡,1518773,1489295,1489295,1489295,1473803
서울특별시,도봉구,서울특별시_도봉구,녹지지역,면적,㎡,8637764,10841445,10841445,10841445,10387632
서울특별시,도봉구,서울특별시_도봉구,녹지지역,비율,%,41.43,52.43,52.43,52.43,49.84
서울특별시,도봉구,서울특별시_도봉구,보전녹지,면적,㎡,0,0,0,0,0
서울특별시,도봉구,서울특별시_도봉구,자연녹지,면적,㎡,8637764,10841445,10841445,10841445,10387632
서울특별시,도봉구,서울특별시_도봉구,생산녹지,면적,㎡,0,0,0,0,0
서울특별시,도봉구,서울특별시_도봉구,미지정지역,면적,㎡,0,0,0,0,0
서울특별시,도봉구,서울특별시_도봉구,미지정지역,비율,%,0,0,0,0,0
