시도,시군구,행정구역,연령별,항목,X2016
서울특별시,종로구,서울특별시_종로구,합계,총인구(명),154398
서울특별시,종로구,서울특별시_종로구,합계,총인구_남자(명),75620
서울특별시,종로구,서울특별시_종로구,합계,총인구_여자(명),78778
서울특별시,종로구,서울특별시_종로구,합계,총인구_성비,96
서울특별시,종로구,서울특별시_종로구,합계,내국인(명),144049
서울특별시,종로구,서울특별시_종로구,합계,내국인_남자(명),70844
서울특별시,종로구,서울특별시_종로구,합계,내국인_여자(명),73205
서울특별시,종로구,서울특별시_종로구,합계,내국인_성비,96.8
서울특별시,종로구,서울특별시_종로구,0~4세,총인구(명),4285
서울특별시,종로구,서울특별시_종로구,0~4세,총인구_남자(명),2208
서울특별시,종로구,서울특별시_종로구,0~4세,총인구_여자(명),2077
서울특별시,종로구,서울특별시_종로구,0~4세,총인구_성비,106.3
서울특별시,종로구,서울특별시_종로구,0~4세,내국인(명),4137
서울특별시,종로구,서울특별시_종로구,0~4세,내국인_남자(명),2130
서울특별시,종로구,서울특별시_종로구,0~4세,내국인_여자(명),2007
서울특별시,종로구,서울특별시_종로구,0~4세,내국인_성비,106.1
서울특별시,종로구,서울특별시_종로구,5~9세,총인구(명),4537
서울특별시,종로구,서울특별시_종로구,5~9세,총인구_남자(명),2338
서울특별시,종로구,서울특별시_종로구,5~9세,총인구_여자(명),2199
서울특별시,종로구,서울특별시_종로구,5~9세,총인구_성비,106.3
서울특별시,종로구,서울특별시_종로구,5~9세,내국인(명),4392
서울특별시,종로구,서울특별시_종로구,5~9세,내국인_남자(명),2261
서울특별시,종로구,서울특별시_종로구,5~9세,내국인_여자(명),2131
서울특별시,종로구,서울특별시_종로구,5~9세,내국인_성비,106.1
서울특별시,종로구,서울특별시_종로구,10~14세,총인구(명),5125
서울특별시,종로구,서울특별시_종로구,10~14세,총인구_남자(명),2638
서울특별시,종로구,서울특별시_종로구,10~14세,총인구_여자(명),2487
서울특별시,종로구,서울특별시_종로구,10~14세,총인구_성비,106.1
서울특별시,종로구,서울특별시_종로구,10~14세,내국인(명),5001
서울특별시,종로구,서울특별시_종로구,10~14세,내국인_남자(명),2573
서울특별시,종로구,서울특별시_종로구,10~14세,내국인_여자(명),2428
서울특별시,종로구,서울특별시_종로구,10~14세,내국인_성비,106
서울특별시,종로구,서울특별시_종로구,15~19세,총인구(명),10374
서울특별시,종로구,서울특별시_종로구,15~19세,총인구_남자(명),5352
서울특별시,종로구,서울특별시_종로구,15~19세,총인구_여자(명),5022
서울특별시,종로구,서울특별시_종로구,15~19세,총인구_성비,106.6
서울특별시,종로구,서울특별시_종로구,15~19세,내국인(명),9654
서울특별시,종로구,서울특별시_종로구,15~19세,내국인_남자(명),5098
서울특별시,종로구,서울특별시_종로구,15~19세,내국인_여자(명),4556
서울특별시,종로구,서울특별시_종로구,15~19세,내국인_성비,111.9
서울특별시,종로구,서울특별시_종로구,20~24세,총인구(명),14209
서울특별시,종로구,서울특별시_종로구,20~24세,총인구_남자(명),6698
서울특별시,종로구,서울특별시_종로구,20~24세,총인구_여자(명),7511
서울특별시,종로구,서울특별시_종로구,20~24세,총인구_성비,89.2
서울특별시,종로구,서울특별시_종로구,20~24세,내국인(명),12024
서울특별시,종로구,서울특별시_종로구,20~24세,내국인_남자(명),5931
서울특별시,종로구,서울특별시_종로구,20~24세,내국인_여자(명),6093
서울특별시,종로구,서울특별시_종로구,20~24세,내국인_성비,97.3
서울특별시,종로구,서울특별시_종로구,25~29세,총인구(명),13185
서울특별시,종로구,서울특별시_종로구,25~29세,총인구_남자(명),6881
서울특별시,종로구,서울특별시_종로구,25~29세,총인구_여자(명),6304
서울특별시,종로구,서울특별시_종로구,25~29세,총인구_성비,109.2
서울특별시,종로구,서울특별시_종로구,25~29세,내국인(명),11887
서울특별시,종로구,서울특별시_종로구,25~29세,내국인_남자(명),6262
서울특별시,종로구,서울특별시_종로구,25~29세,내국인_여자(명),5625
서울특별시,종로구,서울특별시_종로구,25~29세,내국인_성비,111.3
서울특별시,종로구,서울특별시_종로구,30~34세,총인구(명),11082
서울특별시,종로구,서울특별시_종로구,30~34세,총인구_남자(명),5672
서울특별시,종로구,서울특별시_종로구,30~34세,총인구_여자(명),5410
서울특별시,종로구,서울특별시_종로구,30~34세,총인구_성비,104.8
서울특별시,종로구,서울특별시_종로구,30~34세,내국인(명),10070
서울특별시,종로구,서울특별시_종로구,30~34세,내국인_남자(명),5145
서울특별시,종로구,서울특별시_종로구,30~34세,내국인_여자(명),4925
서울특별시,종로구,서울특별시_종로구,30~34세,내국인_성비,104.5
서울특별시,종로구,서울특별시_종로구,35~39세,총인구(명),10226
서울특별시,종로구,서울특별시_종로구,35~39세,총인구_남자(명),5067
서울특별시,종로구,서울특별시_종로구,35~39세,총인구_여자(명),5159
서울특별시,종로구,서울특별시_종로구,35~39세,총인구_성비,98.2
서울특별시,종로구,서울특별시_종로구,35~39세,내국인(명),9527
서울특별시,종로구,서울특별시_종로구,35~39세,내국인_남자(명),4654
서울특별시,종로구,서울특별시_종로구,35~39세,내국인_여자(명),4873
서울특별시,종로구,서울특별시_종로구,35~39세,내국인_성비,95.5
서울특별시,종로구,서울특별시_종로구,40~44세,총인구(명),11374
서울특별시,종로구,서울특별시_종로구,40~44세,총인구_남자(명),5651
서울특별시,종로구,서울특별시_종로구,40~44세,총인구_여자(명),5723
서울특별시,종로구,서울특별시_종로구,40~44세,총인구_성비,98.7
서울특별시,종로구,서울특별시_종로구,40~44세,내국인(명),10648
서울특별시,종로구,서울특별시_종로구,40~44세,내국인_남자(명),5231
서울특별시,종로구,서울특별시_종로구,40~44세,내국인_여자(명),5417
서울특별시,종로구,서울특별시_종로구,40~44세,내국인_성비,96.6
서울특별시,종로구,서울특별시_종로구,45~49세,총인구(명),13005
서울특별시,종로구,서울특별시_종로구,45~49세,총인구_남자(명),6356
서울특별시,종로구,서울특별시_종로구,45~49세,총인구_여자(명),6649
서울특별시,종로구,서울특별시_종로구,45~49세,총인구_성비,95.6
서울특별시,종로구,서울특별시_종로구,45~49세,내국인(명),12215
서울특별시,종로구,서울특별시_종로구,45~49세,내국인_남자(명),5937
서울특별시,종로구,서울특별시_종로구,45~49세,내국인_여자(명),6278
서울특별시,종로구,서울특별시_종로구,45~49세,내국인_성비,94.6
서울특별시,종로구,서울특별시_종로구,50~54세,총인구(명),12342
서울특별시,종로구,서울특별시_종로구,50~54세,총인구_남자(명),6188
서울특별시,종로구,서울특별시_종로구,50~54세,총인구_여자(명),6154
서울특별시,종로구,서울특별시_종로구,50~54세,총인구_성비,100.6
서울특별시,종로구,서울특별시_종로구,50~54세,내국인(명),11481
서울특별시,종로구,서울특별시_종로구,50~54세,내국인_남자(명),5786
서울특별시,종로구,서울특별시_종로구,50~54세,내국인_여자(명),5695
서울특별시,종로구,서울특별시_종로구,50~54세,내국인_성비,101.6
서울특별시,종로구,서울특별시_종로구,55~59세,총인구(명),12334
서울특별시,종로구,서울특별시_종로구,55~59세,총인구_남자(명),6028
서울특별시,종로구,서울특별시_종로구,55~59세,총인구_여자(명),6306
서울특별시,종로구,서울특별시_종로구,55~59세,총인구_성비,95.6
서울특별시,종로구,서울특별시_종로구,55~59세,내국인(명),11636
서울특별시,종로구,서울특별시_종로구,55~59세,내국인_남자(명),5726
서울특별시,종로구,서울특별시_종로구,55~59세,내국인_여자(명),5910
서울특별시,종로구,서울특별시_종로구,55~59세,내국인_성비,96.9
서울특별시,종로구,서울특별시_종로구,60~64세,총인구(명),9673
서울특별시,종로구,서울특별시_종로구,60~64세,총인구_남자(명),4746
서울특별시,종로구,서울특별시_종로구,60~64세,총인구_여자(명),4927
서울특별시,종로구,서울특별시_종로구,60~64세,총인구_성비,96.3
서울특별시,종로구,서울특별시_종로구,60~64세,내국인(명),9159
서울특별시,종로구,서울특별시_종로구,60~64세,내국인_남자(명),4498
서울특별시,종로구,서울특별시_종로구,60~64세,내국인_여자(명),4661
서울특별시,종로구,서울특별시_종로구,60~64세,내국인_성비,96.5
서울특별시,종로구,서울특별시_종로구,65~69세,총인구(명),6991
서울특별시,종로구,서울특별시_종로구,65~69세,총인구_남자(명),3226
서울특별시,종로구,서울특별시_종로구,65~69세,총인구_여자(명),3765
서울특별시,종로구,서울특별시_종로구,65~69세,총인구_성비,85.7
서울특별시,종로구,서울특별시_종로구,65~69세,내국인(명),6760
서울특별시,종로구,서울특별시_종로구,65~69세,내국인_남자(명),3117
서울특별시,종로구,서울특별시_종로구,65~69세,내국인_여자(명),3643
서울특별시,종로구,서울특별시_종로구,65~69세,내국인_성비,85.6
서울특별시,종로구,서울특별시_종로구,70~74세,총인구(명),6136
서울특별시,종로구,서울특별시_종로구,70~74세,총인구_남자(명),2735
서울특별시,종로구,서울특별시_종로구,70~74세,총인구_여자(명),3401
서울특별시,종로구,서울특별시_종로구,70~74세,총인구_성비,80.4
서울특별시,종로구,서울특별시_종로구,70~74세,내국인(명),6057
서울특별시,종로구,서울특별시_종로구,70~74세,내국인_남자(명),2708
서울특별시,종로구,서울특별시_종로구,70~74세,내국인_여자(명),3349
서울특별시,종로구,서울특별시_종로구,70~74세,내국인_성비,80.9
서울특별시,종로구,서울특별시_종로구,75~79세,총인구(명),4847
서울특별시,종로구,서울특별시_종로구,75~79세,총인구_남자(명),2132
서울특별시,종로구,서울특별시_종로구,75~79세,총인구_여자(명),2715
서울특별시,종로구,서울특별시_종로구,75~79세,총인구_성비,78.5
서울특별시,종로구,서울특별시_종로구,75~79세,내국인(명),4786
서울특별시,종로구,서울특별시_종로구,75~79세,내국인_남자(명),2108
서울특별시,종로구,서울특별시_종로구,75~79세,내국인_여자(명),2678
서울특별시,종로구,서울특별시_종로구,75~79세,내국인_성비,78.7
서울특별시,종로구,서울특별시_종로구,80~84세,총인구(명),2792
서울특별시,종로구,서울특별시_종로구,80~84세,총인구_남자(명),1108
서울특별시,종로구,서울특별시_종로구,80~84세,총인구_여자(명),1684
서울특별시,종로구,서울특별시_종로구,80~84세,총인구_성비,65.8
서울특별시,종로구,서울특별시_종로구,80~84세,내국인(명),2760
서울특별시,종로구,서울특별시_종로구,80~84세,내국인_남자(명),1094
서울특별시,종로구,서울특별시_종로구,80~84세,내국인_여자(명),1666
서울특별시,종로구,서울특별시_종로구,80~84세,내국인_성비,65.7
서울특별시,종로구,서울특별시_종로구,85세이상,총인구(명),1881
서울특별시,종로구,서울특별시_종로구,85세이상,총인구_남자(명),596
서울특별시,종로구,서울특별시_종로구,85세이상,총인구_여자(명),1285
서울특별시,종로구,서울특별시_종로구,85세이상,총인구_성비,46.4
서울특별시,종로구,서울특별시_종로구,85세이상,내국인(명),1855
서울특별시,종로구,서울특별시_종로구,85세이상,내국인_남자(명),585
서울특별시,종로구,서울특별시_종로구,85세이상,내국인_여자(명),1270
서울특별시,종로구,서울특별시_종로구,85세이상,내국인_성비,46.1
서울특별시,종로구,서울특별시_종로구,85~89세,총인구(명),1284
서울특별시,종로구,서울특별시_종로구,85~89세,총인구_남자(명),428
서울특별시,종로구,서울특별시_종로구,85~89세,총인구_여자(명),856
서울특별시,종로구,서울특별시_종로구,85~89세,총인구_성비,50
서울특별시,종로구,서울특별시_종로구,85~89세,내국인(명),1267
서울특별시,종로구,서울특별시_종로구,85~89세,내국인_남자(명),422
서울특별시,종로구,서울특별시_종로구,85~89세,내국인_여자(명),845
서울특별시,종로구,서울특별시_종로구,85~89세,내국인_성비,49.9
서울특별시,종로구,서울특별시_종로구,90~94세,총인구(명),458
서울특별시,종로구,서울특별시_종로구,90~94세,총인구_남자(명),133
서울특별시,종로구,서울특별시_종로구,90~94세,총인구_여자(명),325
서울특별시,종로구,서울특별시_종로구,90~94세,총인구_성비,40.9
서울특별시,종로구,서울특별시_종로구,90~94세,내국인(명),454
서울특별시,종로구,서울특별시_종로구,90~94세,내국인_남자(명),132
서울특별시,종로구,서울특별시_종로구,90~94세,내국인_여자(명),322
서울특별시,종로구,서울특별시_종로구,90~94세,내국인_성비,41
서울특별시,종로구,서울특별시_종로구,95~99세,총인구(명),116
서울특별시,종로구,서울특별시_종로구,95~99세,총인구_남자(명),29
서울특별시,종로구,서울특별시_종로구,95~99세,총인구_여자(명),87
서울특별시,종로구,서울특별시_종로구,95~99세,총인구_성비,33.3
서울특별시,종로구,서울특별시_종로구,95~99세,내국인(명),114
서울특별시,종로구,서울특별시_종로구,95~99세,내국인_남자(명),28
서울특별시,종로구,서울특별시_종로구,95~99세,내국인_여자(명),86
서울특별시,종로구,서울특별시_종로구,95~99세,내국인_성비,32.6
서울특별시,종로구,서울특별시_종로구,100세이상,총인구(명),23
서울특별시,종로구,서울특별시_종로구,100세이상,총인구_남자(명),6
서울특별시,종로구,서울특별시_종로구,100세이상,총인구_여자(명),17
서울특별시,종로구,서울특별시_종로구,100세이상,총인구_성비,35.3
서울특별시,종로구,서울특별시_종로구,100세이상,내국인(명),20
서울특별시,종로구,서울특별시_종로구,100세이상,내국인_남자(명),X
서울특별시,종로구,서울특별시_종로구,100세이상,내국인_여자(명),17
서울특별시,종로구,서울특별시_종로구,100세이상,내국인_성비,17.6
서울특별시,종로구,서울특별시_종로구,15세미만,총인구(명),13947
서울특별시,종로구,서울특별시_종로구,15세미만,총인구_남자(명),7184
서울특별시,종로구,서울특별시_종로구,15세미만,총인구_여자(명),6763
서울특별시,종로구,서울특별시_종로구,15세미만,총인구_성비,106.2
서울특별시,종로구,서울특별시_종로구,15세미만,내국인(명),13530
서울특별시,종로구,서울특별시_종로구,15세미만,내국인_남자(명),6964
서울특별시,종로구,서울특별시_종로구,15세미만,내국인_여자(명),6566
서울특별시,종로구,서울특별시_종로구,15세미만,내국인_성비,106.1
서울특별시,종로구,서울특별시_종로구,15~64세,총인구(명),117804
서울특별시,종로구,서울특별시_종로구,15~64세,총인구_남자(명),58639
서울특별시,종로구,서울특별시_종로구,15~64세,총인구_여자(명),59165
서울특별시,종로구,서울특별시_종로구,15~64세,총인구_성비,99.1
서울특별시,종로구,서울특별시_종로구,15~64세,내국인(명),108301
서울특별시,종로구,서울특별시_종로구,15~64세,내국인_남자(명),54268
서울특별시,종로구,서울특별시_종로구,15~64세,내국인_여자(명),54033
서울특별시,종로구,서울특별시_종로구,15~64세,내국인_성비,100.4
서울특별시,종로구,서울특별시_종로구,65세이상,총인구(명),22647
서울특별시,종로구,서울특별시_종로구,65세이상,총인구_남자(명),9797
서울특별시,종로구,서울특별시_종로구,65세이상,총인구_여자(명),12850
서울특별시,종로구,서울특별시_종로구,65세이상,총인구_성비,76.2
서울특별시,종로구,서울특별시_종로구,65세이상,내국인(명),22218
서울특별시,종로구,서울특별시_종로구,65세이상,내국인_남자(명),9612
서울특별시,종로구,서울특별시_종로구,65세이상,내국인_여자(명),12606
서울특별시,종로구,서울특별시_종로구,65세이상,내국인_성비,76.2
서울특별시,종로구,서울특별시_종로구,평균연령,총인구(명),41.9
서울특별시,종로구,서울특별시_종로구,평균연령,총인구_남자(명),41
서울특별시,종로구,서울특별시_종로구,평균연령,총인구_여자(명),42.8
서울특별시,종로구,서울특별시_종로구,평균연령,내국인(명),42.3
서울특별시,종로구,서울특별시_종로구,평균연령,내국인_남자(명),41.2
서울특별시,종로구,서울특별시_종로구,평균연령,내국인_여자(명),43.3
서울특별시,종로구,서울특별시_종로구,중위연령,총인구(명),42
서울특별시,종로구,서울특별시_종로구,중위연령,총인구_남자(명),40.9
서울특별시,종로구,서울특별시_종로구,중위연령,총인구_여자(명),43
서울특별시,종로구,서울특별시_종로구,중위연령,내국인(명),42.7
서울특별시,종로구,서울특별시_종로구,중위연령,내국인_남자(명),41.5
서울특별시,종로구,서울특별시_종로구,중위연령,내국인_여자(명),43.8
서울특별시,중구,서울특별시_중구,합계,총인구(명),128160
서울특별시,중구,서울특별시_중구,합계,총인구_남자(명),62514
서울특별시,중구,서울특별시_중구,합계,총인구_여자(명),65646
서울특별시,중구,서울특별시_중구,합계,총인구_성비,95.2
서울특별시,중구,서울특별시_중구,합계,내국인(명),117960
서울특별시,중구,서울특별시_중구,합계,내국인_남자(명),57677
서울특별시,중구,서울특별시_중구,합계,내국인_여자(명),60283
서울특별시,중구,서울특별시_중구,합계,내국인_성비,95.7
서울특별시,중구,서울특별시_중구,0~4세,총인구(명),4431
서울특별시,중구,서울특별시_중구,0~4세,총인구_남자(명),2309
서울특별시,중구,서울특별시_중구,0~4세,총인구_여자(명),2122
서울특별시,중구,서울특별시_중구,0~4세,총인구_성비,108.8
서울특별시,중구,서울특별시_중구,0~4세,내국인(명),4166
서울특별시,중구,서울특별시_중구,0~4세,내국인_남자(명),2151
서울특별시,중구,서울특별시_중구,0~4세,내국인_여자(명),2015
서울특별시,중구,서울특별시_중구,0~4세,내국인_성비,106.7
서울특별시,중구,서울특별시_중구,5~9세,총인구(명),3864
서울특별시,중구,서울특별시_중구,5~9세,총인구_남자(명),1932
서울특별시,중구,서울특별시_중구,5~9세,총인구_여자(명),1932
서울특별시,중구,서울특별시_중구,5~9세,총인구_성비,100
서울특별시,중구,서울특별시_중구,5~9세,내국인(명),3642
서울특별시,중구,서울특별시_중구,5~9세,내국인_남자(명),1807
서울특별시,중구,서울특별시_중구,5~9세,내국인_여자(명),1835
서울특별시,중구,서울특별시_중구,5~9세,내국인_성비,98.5
서울특별시,중구,서울특별시_중구,10~14세,총인구(명),3282
서울특별시,중구,서울특별시_중구,10~14세,총인구_남자(명),1648
서울특별시,중구,서울특별시_중구,10~14세,총인구_여자(명),1634
서울특별시,중구,서울특별시_중구,10~14세,총인구_성비,100.9
서울특별시,중구,서울특별시_중구,10~14세,내국인(명),3131
서울특별시,중구,서울특별시_중구,10~14세,내국인_남자(명),1567
서울특별시,중구,서울특별시_중구,10~14세,내국인_여자(명),1564
서울특별시,중구,서울특별시_중구,10~14세,내국인_성비,100.2
서울특별시,중구,서울특별시_중구,15~19세,총인구(명),6317
서울특별시,중구,서울특별시_중구,15~19세,총인구_남자(명),2762
서울특별시,중구,서울특별시_중구,15~19세,총인구_여자(명),3555
서울특별시,중구,서울특별시_중구,15~19세,총인구_성비,77.7
서울특별시,중구,서울특별시_중구,15~19세,내국인(명),5930
서울특별시,중구,서울특별시_중구,15~19세,내국인_남자(명),2611
서울특별시,중구,서울특별시_중구,15~19세,내국인_여자(명),3319
서울특별시,중구,서울특별시_중구,15~19세,내국인_성비,78.7
서울특별시,중구,서울특별시_중구,20~24세,총인구(명),10165
서울특별시,중구,서울특별시_중구,20~24세,총인구_남자(명),4910
서울특별시,중구,서울특별시_중구,20~24세,총인구_여자(명),5255
서울특별시,중구,서울특별시_중구,20~24세,총인구_성비,93.4
서울특별시,중구,서울특별시_중구,20~24세,내국인(명),8877
서울특별시,중구,서울특별시_중구,20~24세,내국인_남자(명),4438
서울특별시,중구,서울특별시_중구,20~24세,내국인_여자(명),4439
서울특별시,중구,서울특별시_중구,20~24세,내국인_성비,100
서울특별시,중구,서울특별시_중구,25~29세,총인구(명),10762
서울특별시,중구,서울특별시_중구,25~29세,총인구_남자(명),5500
서울특별시,중구,서울특별시_중구,25~29세,총인구_여자(명),5262
서울특별시,중구,서울특별시_중구,25~29세,총인구_성비,104.5
서울특별시,중구,서울특별시_중구,25~29세,내국인(명),9349
서울특별시,중구,서울특별시_중구,25~29세,내국인_남자(명),4782
서울특별시,중구,서울특별시_중구,25~29세,내국인_여자(명),4567
서울특별시,중구,서울특별시_중구,25~29세,내국인_성비,104.7
서울특별시,중구,서울특별시_중구,30~34세,총인구(명),10900
서울특별시,중구,서울특별시_중구,30~34세,총인구_남자(명),5491
서울특별시,중구,서울특별시_중구,30~34세,총인구_여자(명),5409
서울특별시,중구,서울특별시_중구,30~34세,총인구_성비,101.5
서울특별시,중구,서울특별시_중구,30~34세,내국인(명),9834
서울특별시,중구,서울특별시_중구,30~34세,내국인_남자(명),4929
서울특별시,중구,서울특별시_중구,30~34세,내국인_여자(명),4905
서울특별시,중구,서울특별시_중구,30~34세,내국인_성비,100.5
서울특별시,중구,서울특별시_중구,35~39세,총인구(명),10187
서울특별시,중구,서울특별시_중구,35~39세,총인구_남자(명),5269
서울특별시,중구,서울특별시_중구,35~39세,총인구_여자(명),4918
서울특별시,중구,서울특별시_중구,35~39세,총인구_성비,107.1
서울특별시,중구,서울특별시_중구,35~39세,내국인(명),9379
서울특별시,중구,서울특별시_중구,35~39세,내국인_남자(명),4821
서울특별시,중구,서울특별시_중구,35~39세,내국인_여자(명),4558
서울특별시,중구,서울특별시_중구,35~39세,내국인_성비,105.8
서울특별시,중구,서울특별시_중구,40~44세,총인구(명),9641
서울특별시,중구,서울특별시_중구,40~44세,총인구_남자(명),5006
서울특별시,중구,서울특별시_중구,40~44세,총인구_여자(명),4635
서울특별시,중구,서울특별시_중구,40~44세,총인구_성비,108
서울특별시,중구,서울특별시_중구,40~44세,내국인(명),8873
서울특별시,중구,서울특별시_중구,40~44세,내국인_남자(명),4583
서울특별시,중구,서울특별시_중구,40~44세,내국인_여자(명),4290
서울특별시,중구,서울특별시_중구,40~44세,내국인_성비,106.8
서울특별시,중구,서울특별시_중구,45~49세,총인구(명),10299
서울특별시,중구,서울특별시_중구,45~49세,총인구_남자(명),5224
서울특별시,중구,서울특별시_중구,45~49세,총인구_여자(명),5075
서울특별시,중구,서울특별시_중구,45~49세,총인구_성비,102.9
서울특별시,중구,서울특별시_중구,45~49세,내국인(명),9412
서울특별시,중구,서울특별시_중구,45~49세,내국인_남자(명),4808
서울특별시,중구,서울특별시_중구,45~49세,내국인_여자(명),4604
서울특별시,중구,서울특별시_중구,45~49세,내국인_성비,104.4
서울특별시,중구,서울특별시_중구,50~54세,총인구(명),10141
서울특별시,중구,서울특별시_중구,50~54세,총인구_남자(명),4957
서울특별시,중구,서울특별시_중구,50~54세,총인구_여자(명),5184
서울특별시,중구,서울특별시_중구,50~54세,총인구_성비,95.6
서울특별시,중구,서울특별시_중구,50~54세,내국인(명),9144
서울특별시,중구,서울특별시_중구,50~54세,내국인_남자(명),4517
서울특별시,중구,서울특별시_중구,50~54세,내국인_여자(명),4627
서울특별시,중구,서울특별시_중구,50~54세,내국인_성비,97.6
서울특별시,중구,서울특별시_중구,55~59세,총인구(명),10944
서울특별시,중구,서울특별시_중구,55~59세,총인구_남자(명),5377
서울특별시,중구,서울특별시_중구,55~59세,총인구_여자(명),5567
서울특별시,중구,서울특별시_중구,55~59세,총인구_성비,96.6
서울특별시,중구,서울특별시_중구,55~59세,내국인(명),10142
서울특별시,중구,서울특별시_중구,55~59세,내국인_남자(명),5035
서울특별시,중구,서울특별시_중구,55~59세,내국인_여자(명),5107
서울특별시,중구,서울특별시_중구,55~59세,내국인_성비,98.6
서울특별시,중구,서울특별시_중구,60~64세,총인구(명),8619
서울특별시,중구,서울특별시_중구,60~64세,총인구_남자(명),4143
서울특별시,중구,서울특별시_중구,60~64세,총인구_여자(명),4476
서울특별시,중구,서울특별시_중구,60~64세,총인구_성비,92.6
서울특별시,중구,서울특별시_중구,60~64세,내국인(명),7976
서울특별시,중구,서울특별시_중구,60~64세,내국인_남자(명),3864
서울특별시,중구,서울특별시_중구,60~64세,내국인_여자(명),4112
서울특별시,중구,서울특별시_중구,60~64세,내국인_성비,94
서울특별시,중구,서울특별시_중구,65~69세,총인구(명),6221
서울특별시,중구,서울특별시_중구,65~69세,총인구_남자(명),2966
서울특별시,중구,서울특별시_중구,65~69세,총인구_여자(명),3255
서울특별시,중구,서울특별시_중구,65~69세,총인구_성비,91.1
서울특별시,중구,서울특별시_중구,65~69세,내국인(명),5938
서울특별시,중구,서울특별시_중구,65~69세,내국인_남자(명),2831
서울특별시,중구,서울특별시_중구,65~69세,내국인_여자(명),3107
서울특별시,중구,서울특별시_중구,65~69세,내국인_성비,91.1
서울특별시,중구,서울특별시_중구,70~74세,총인구(명),4950
서울특별시,중구,서울특별시_중구,70~74세,총인구_남자(명),2208
서울특별시,중구,서울특별시_중구,70~74세,총인구_여자(명),2742
서울특별시,중구,서울특별시_중구,70~74세,총인구_성비,80.5
서울특별시,중구,서울특별시_중구,70~74세,내국인(명),4857
서울특별시,중구,서울특별시_중구,70~74세,내국인_남자(명),2164
서울특별시,중구,서울특별시_중구,70~74세,내국인_여자(명),2693
서울특별시,중구,서울특별시_중구,70~74세,내국인_성비,80.4
서울특별시,중구,서울특별시_중구,75~79세,총인구(명),3775
서울특별시,중구,서울특별시_중구,75~79세,총인구_남자(명),1574
서울특별시,중구,서울특별시_중구,75~79세,총인구_여자(명),2201
서울특별시,중구,서울특별시_중구,75~79세,총인구_성비,71.5
서울특별시,중구,서울특별시_중구,75~79세,내국인(명),3708
서울특별시,중구,서울특별시_중구,75~79세,내국인_남자(명),1550
서울특별시,중구,서울특별시_중구,75~79세,내국인_여자(명),2158
서울특별시,중구,서울특별시_중구,75~79세,내국인_성비,71.8
서울특별시,중구,서울특별시_중구,80~84세,총인구(명),2206
서울특별시,중구,서울특별시_중구,80~84세,총인구_남자(명),785
서울특별시,중구,서울특별시_중구,80~84세,총인구_여자(명),1421
서울특별시,중구,서울특별시_중구,80~84세,총인구_성비,55.2
서울특별시,중구,서울특별시_중구,80~84세,내국인(명),2178
서울특별시,중구,서울특별시_중구,80~84세,내국인_남자(명),779
서울특별시,중구,서울특별시_중구,80~84세,내국인_여자(명),1399
서울특별시,중구,서울특별시_중구,80~84세,내국인_성비,55.7
서울특별시,중구,서울특별시_중구,85세이상,총인구(명),1456
서울특별시,중구,서울특별시_중구,85세이상,총인구_남자(명),453
서울특별시,중구,서울특별시_중구,85세이상,총인구_여자(명),1003
서울특별시,중구,서울특별시_중구,85세이상,총인구_성비,45.2
서울특별시,중구,서울특별시_중구,85세이상,내국인(명),1424
서울특별시,중구,서울특별시_중구,85세이상,내국인_남자(명),440
서울특별시,중구,서울특별시_중구,85세이상,내국인_여자(명),984
서울특별시,중구,서울특별시_중구,85세이상,내국인_성비,44.7
서울특별시,중구,서울특별시_중구,85~89세,총인구(명),1039
서울특별시,중구,서울특별시_중구,85~89세,총인구_남자(명),331
서울특별시,중구,서울특별시_중구,85~89세,총인구_여자(명),708
서울특별시,중구,서울특별시_중구,85~89세,총인구_성비,46.8
서울특별시,중구,서울특별시_중구,85~89세,내국인(명),1020
서울특별시,중구,서울특별시_중구,85~89세,내국인_남자(명),323
서울특별시,중구,서울특별시_중구,85~89세,내국인_여자(명),697
서울특별시,중구,서울특별시_중구,85~89세,내국인_성비,46.3
서울특별시,중구,서울특별시_중구,90~94세,총인구(명),338
서울특별시,중구,서울특별시_중구,90~94세,총인구_남자(명),100
서울특별시,중구,서울특별시_중구,90~94세,총인구_여자(명),238
서울특별시,중구,서울특별시_중구,90~94세,총인구_성비,42
서울특별시,중구,서울특별시_중구,90~94세,내국인(명),330
서울특별시,중구,서울특별시_중구,90~94세,내국인_남자(명),96
서울특별시,중구,서울특별시_중구,90~94세,내국인_여자(명),234
서울특별시,중구,서울특별시_중구,90~94세,내국인_성비,41
서울특별시,중구,서울특별시_중구,95~99세,총인구(명),66
서울특별시,중구,서울특별시_중구,95~99세,총인구_남자(명),21
서울특별시,중구,서울특별시_중구,95~99세,총인구_여자(명),45
서울특별시,중구,서울특별시_중구,95~99세,총인구_성비,46.7
서울특별시,중구,서울특별시_중구,95~99세,내국인(명),64
서울특별시,중구,서울특별시_중구,95~99세,내국인_남자(명),21
서울특별시,중구,서울특별시_중구,95~99세,내국인_여자(명),43
서울특별시,중구,서울특별시_중구,95~99세,내국인_성비,48.8
서울특별시,중구,서울특별시_중구,100세이상,총인구(명),13
서울특별시,중구,서울특별시_중구,100세이상,총인구_남자(명),X
서울특별시,중구,서울특별시_중구,100세이상,총인구_여자(명),12
서울특별시,중구,서울특별시_중구,100세이상,총인구_성비,8.3
서울특별시,중구,서울특별시_중구,100세이상,내국인(명),10
